session,gameNum,costCond,visibilityCond,resourceCond,purpleEnergy,purpleBackpackSize,redEnergy,redBackpackSize,purpHelpFirst,redHelpFirst,purpAlsoHelp,redAlsoHelp,nRedVeg,nPurpVeg,patchUniformity,nPatches,patchSize
1,1,1,1,0,18,5,8,3,0,1,1,-1,3,5,1,2,"5,3"
1,2,1,1,0,0,5,0,3,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
1,3,1,1,0,0,5,0,3,0,1,1,-1,5,3,1,2,"5,3"
1,4,1,1,0,0,5,0,3,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
1,5,1,1,0,20,5,6,3,1,0,-1,1,4,4,0,2,"4,4"
1,6,1,1,0,0,5,0,3,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
1,7,1,1,0,24,5,18,3,1,0,-1,1,3,5,1,2,"3,5"
1,8,1,1,0,0,3,18,5,0,1,1,-1,5,3,1,2,"3,5"
1,9,1,1,0,0,5,0,3,0,1,1,-1,4,4,1,2,"4,4"
1,10,1,1,0,0,5,0,3,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
1,11,1,1,0,0,5,0,3,1,0,-1,1,4,4,1,2,"4,4"
1,12,1,1,0,28,5,0,3,1,0,-1,1,4,4,0,2,"4,4"
2,1,0,1,0,53,3,60,5,0,1,1,-1,4,4,0,2,"4,4"
2,2,0,1,0,0,3,25,5,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
2,3,0,1,0,40,5,51,3,1,0,-1,1,4,4,1,2,"4,4"
2,4,0,1,0,1,5,0,3,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
2,5,0,1,0,0,3,20,5,1,0,-1,1,7,7,0,5,"3,2,2,2,2,3"
2,6,0,1,0,42,5,49,3,0,1,1,-1,4,4,0,2,"4,4"
2,7,0,1,0,42,5,61,3,0,1,1,-1,3,5,1,2,"5,3"
2,8,0,1,0,47,5,34,3,0,1,1,-1,5,3,1,2,"5,3"
2,9,0,1,0,40,3,49,5,1,0,-1,1,3,5,1,2,"3,5"
2,10,0,1,0,60,5,59,3,0,1,1,-1,5,3,1,2,"3,5"
2,11,0,1,0,0,5,0,3,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
2,12,0,1,0,35,5,30,3,0,1,1,-1,4,4,1,2,"4,4"
3,1,1,0,0,0,5,0,3,0,1,1,-1,7,7,1,5,"3,2,2,2,2,3"
3,2,1,0,0,18,5,0,3,0,1,1,-1,5,3,1,2,"3,5"
3,3,1,0,0,0,5,0,3,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
3,4,1,0,0,6,3,20,5,0,1,1,-1,4,4,0,2,"4,4"
3,5,1,0,0,0,5,0,3,0,1,1,-1,5,3,1,2,"5,3"
3,6,1,0,0,20,5,0,3,0,1,1,-1,3,5,1,2,"5,3"
3,7,1,0,0,0,5,0,3,1,0,-1,1,4,4,1,2,"4,4"
3,8,1,0,0,0,3,28,5,0,1,1,-1,4,4,0,2,"4,4"
3,9,1,0,0,0,5,0,3,0,1,1,-1,3,5,1,2,"3,5"
3,10,1,0,0,24,5,0,3,0,1,1,-1,4,4,1,2,"4,4"
3,11,1,0,0,0,5,0,3,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
3,12,1,0,0,0,5,0,3,1,0,-1,1,7,7,0,5,"3,2,2,2,2,3"
4,1,0,0,1,37,4,64,4,0,1,1,-1,3,5,1,2,"5,3"
4,2,0,0,1,0,4,17,4,1,0,-1,1,7,7,0,5,"3,2,2,2,2,3"
4,3,0,0,1,63,4,50,4,1,0,-1,1,4,4,0,2,"4,4"
4,4,0,0,1,50,4,47,4,0,1,1,-1,4,4,1,2,"4,4"
4,5,0,0,1,55,4,59,4,0,1,1,-1,5,3,1,2,"3,5"
4,6,0,0,1,41,4,62,4,1,0,-1,1,5,3,1,2,"5,3"
4,7,0,0,1,0,4,5,4,0,1,1,-1,7,7,1,5,"3,2,2,2,2,3"
4,8,0,0,1,52,4,59,4,0,1,1,-1,3,5,1,2,"3,5"
4,9,0,0,1,8,4,0,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
4,10,0,0,1,54,4,49,4,0,1,1,-1,4,4,1,2,"4,4"
4,11,0,0,1,51,4,64,4,1,0,-1,1,4,4,0,2,"4,4"
4,12,0,0,1,1,4,0,4,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
5,1,1,1,0,0,3,0,5,0,1,1,-1,7,7,1,5,"3,2,2,2,2,3"
5,2,1,1,0,18,3,20,5,0,1,1,-1,5,3,1,2,"3,5"
5,3,1,1,0,0,5,0,3,1,0,-1,1,4,4,1,2,"4,4"
5,4,1,1,0,0,3,0,5,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
5,5,1,1,0,0,3,0,5,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
5,6,1,1,0,0,5,0,3,0,1,1,-1,5,3,1,2,"5,3"
5,7,1,1,0,6,3,20,5,0,1,1,-1,4,4,0,2,"4,4"
5,8,1,1,0,0,5,0,3,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
5,9,1,1,0,24,5,18,3,1,0,-1,1,3,5,1,2,"3,5"
5,10,1,1,0,8,3,18,5,0,1,1,-1,3,5,1,2,"5,3"
5,11,1,1,0,0,5,0,3,1,0,-1,1,4,4,1,2,"4,4"
5,12,1,1,0,0,5,4,3,0,1,1,-1,4,4,0,2,"4,4"
6,1,0,1,0,28,3,47,5,0,1,1,-1,4,4,1,2,"4,4"
6,2,0,1,0,36,5,47,3,1,0,-1,1,3,5,1,2,"3,5"
6,3,0,1,0,0,5,15,3,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
6,4,0,1,0,53,5,50,3,0,1,1,-1,4,4,0,2,"4,4"
6,5,0,1,0,60,5,59,3,0,1,1,-1,5,3,1,2,"3,5"
6,6,0,1,0,26,3,27,5,0,1,1,-1,4,4,1,2,"4,4"
6,7,0,1,0,7,5,0,3,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
6,8,0,1,0,48,5,66,3,0,1,1,-1,4,4,0,2,"4,4"
6,9,0,1,0,54,3,59,5,0,1,1,-1,3,5,1,2,"5,3"
6,10,0,1,0,0,3,0,5,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
6,11,0,1,0,61,3,29,5,0,1,1,-1,5,3,1,2,"5,3"
6,12,0,1,0,0,5,15,3,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
7,1,1,0,0,4,3,0,5,1,0,-1,1,4,4,0,2,"4,4"
7,2,1,0,0,0,3,6,5,1,0,-1,1,5,3,1,2,"5,3"
7,3,1,0,0,0,3,16,5,0,1,1,-1,4,4,1,2,"4,4"
7,4,1,0,0,0,5,0,3,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
7,5,1,0,0,20,5,2,3,0,1,1,-1,5,3,1,2,"3,5"
7,6,1,0,0,18,3,24,5,0,1,1,-1,3,5,1,2,"3,5"
7,7,1,0,0,0,5,0,3,0,1,1,-1,7,7,1,5,"3,2,2,2,2,3"
7,8,1,0,0,6,5,0,3,0,1,1,-1,4,4,0,2,"4,4"
7,9,1,0,0,0,3,0,5,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
7,10,1,0,0,0,5,0,3,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
7,11,1,0,0,0,5,0,3,0,1,1,-1,4,4,1,2,"4,4"
7,12,1,0,0,18,5,4,3,0,1,1,-1,3,5,1,2,"5,3"
8,1,1,1,1,0,4,0,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
8,2,1,1,1,0,4,0,4,0,1,1,-1,5,3,1,2,"3,5"
8,3,1,1,1,0,4,0,4,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
8,4,1,1,1,22,4,24,4,0,1,1,-1,3,5,1,2,"5,3"
8,5,1,1,1,18,4,4,4,1,0,-1,1,3,5,1,2,"3,5"
8,6,1,1,1,4,4,22,4,0,1,1,-1,4,4,0,2,"4,4"
8,7,1,1,1,0,4,0,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
8,8,1,1,1,0,4,0,4,0,1,1,-1,4,4,1,2,"4,4"
8,9,1,1,1,0,4,0,4,0,1,1,-1,7,7,1,5,"3,2,2,2,2,3"
8,10,1,1,1,0,4,2,4,0,1,1,-1,5,3,1,2,"5,3"
8,11,1,1,1,0,4,0,4,1,0,-1,1,4,4,0,2,"4,4"
8,12,1,1,1,24,4,14,4,0,1,1,-1,4,4,1,2,"4,4"
9,1,1,1,0,0,3,0,5,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
9,2,1,1,0,0,3,0,5,0,1,1,-1,4,4,1,2,"4,4"
9,3,1,1,0,0,3,0,5,1,0,-1,1,5,3,1,2,"5,3"
9,4,1,1,0,42,3,0,5,0,1,0,-1,3,5,1,2,"5,3"
9,5,1,1,0,0,3,18,5,0,1,1,-1,5,3,1,2,"3,5"
9,6,1,1,0,0,5,0,3,0,1,1,-1,7,7,1,5,"3,2,2,2,2,3"
9,7,1,1,0,0,3,0,5,1,0,-1,1,3,5,1,2,"3,5"
9,8,1,1,0,0,5,0,3,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
9,9,1,1,0,0,3,0,5,1,0,-1,1,4,4,1,2,"4,4"
9,10,1,1,0,6,3,20,5,0,1,1,-1,4,4,0,2,"4,4"
9,11,1,1,0,0,5,0,3,1,0,-1,1,7,7,0,5,"3,2,2,2,2,3"
9,12,1,1,0,0,5,8,3,0,1,1,-1,4,4,0,2,"4,4"
10,1,0,1,0,30,3,51,5,1,0,-1,1,4,4,0,2,"4,4"
10,2,0,1,0,0,3,23,5,1,0,-1,1,7,7,0,5,"3,2,2,2,2,3"
10,3,0,1,0,19,5,0,3,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
10,4,0,1,0,0,5,8,3,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
10,5,0,1,0,42,5,28,3,1,0,-1,1,4,4,1,2,"4,4"
10,6,0,1,0,64,5,59,3,0,1,1,-1,3,5,1,2,"5,3"
10,7,0,1,0,30,3,49,5,1,0,-1,1,5,3,1,2,"5,3"
10,8,0,1,0,59,3,62,5,0,1,1,-1,3,5,1,2,"3,5"
10,9,0,1,0,60,5,59,3,0,1,1,-1,5,3,1,2,"3,5"
10,10,0,1,0,51,3,40,5,0,1,1,-1,4,4,1,2,"4,4"
10,11,0,1,0,52,5,29,3,1,0,-1,1,4,4,0,2,"4,4"
10,12,0,1,0,0,3,15,5,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
11,1,1,0,1,0,4,0,4,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
11,2,1,0,1,18,4,4,4,1,0,-1,1,3,5,1,2,"3,5"
11,3,1,0,1,0,4,22,4,0,1,1,-1,4,4,0,2,"4,4"
11,4,1,0,1,0,4,0,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
11,5,1,0,1,0,4,8,4,1,0,-1,1,4,4,0,2,"4,4"
11,6,1,0,1,0,4,24,4,1,0,-1,1,5,3,1,2,"5,3"
11,7,1,0,1,20,4,18,4,0,1,1,-1,5,3,1,2,"3,5"
11,8,1,0,1,8,4,0,4,0,1,1,-1,4,4,1,2,"4,4"
11,9,1,0,1,0,4,0,4,0,1,1,-1,7,7,1,5,"3,2,2,2,2,3"
11,10,1,0,1,0,4,0,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
11,11,1,0,1,0,4,0,4,0,1,1,-1,4,4,1,2,"4,4"
11,12,1,0,1,22,4,24,4,0,1,1,-1,3,5,1,2,"5,3"
12,1,1,1,1,0,4,18,4,0,1,1,-1,5,3,1,2,"3,5"
12,2,1,1,1,0,4,0,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
12,3,1,1,1,0,4,0,4,1,0,-1,1,4,4,1,2,"4,4"
12,4,1,1,1,0,4,17,4,0,1,1,-1,3,5,1,2,"5,3"
12,5,1,1,1,0,4,0,4,0,1,1,-1,5,3,1,2,"5,3"
12,6,1,1,1,0,4,0,4,0,1,1,-1,7,7,1,5,"3,2,2,2,2,3"
12,7,1,1,1,0,4,19,4,0,1,1,-1,3,5,1,2,"3,5"
12,8,1,1,1,0,4,0,4,1,0,-1,1,7,7,0,5,"3,2,2,2,2,3"
12,9,1,1,1,8,4,0,4,0,1,1,-1,4,4,1,2,"4,4"
12,10,1,1,1,26,4,0,4,1,0,-1,1,4,4,0,2,"4,4"
12,11,1,1,1,0,4,0,4,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
12,12,1,1,1,7,4,14,4,0,1,1,-1,4,4,0,2,"4,4"
13,1,1,0,1,12,4,0,4,0,1,1,-1,4,4,1,2,"4,4"
13,2,1,0,1,18,4,20,4,0,1,1,-1,5,3,1,2,"3,5"
13,3,1,0,1,0,4,0,4,0,1,1,-1,7,7,1,5,"3,2,2,2,2,3"
13,4,1,0,1,0,4,8,4,1,0,-1,1,4,4,1,2,"4,4"
13,5,1,0,1,0,4,26,4,0,1,1,-1,4,4,0,2,"4,4"
13,6,1,0,1,12,4,18,4,0,1,1,-1,4,4,0,2,"4,4"
13,7,1,0,1,0,4,0,4,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
13,8,1,0,1,18,4,0,4,1,0,-1,1,3,5,1,2,"3,5"
13,9,1,0,1,0,4,0,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
13,10,1,0,1,0,4,0,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
13,11,1,0,1,0,4,2,4,1,0,-1,1,5,3,1,2,"5,3"
13,12,1,0,1,22,4,24,4,0,1,1,-1,3,5,1,2,"5,3"
14,1,0,0,1,49,4,54,4,1,0,-1,1,4,4,1,2,"4,4"
14,2,0,0,1,26,4,8,4,1,0,-1,1,7,7,0,5,"3,2,2,2,2,3"
14,3,0,0,1,50,4,47,4,0,1,1,-1,4,4,1,2,"4,4"
14,4,0,0,1,35,4,57,4,0,1,1,-1,3,5,1,2,"3,5"
14,5,0,0,1,5,4,13,4,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
14,6,0,0,1,62,4,61,4,0,1,1,-1,3,5,1,2,"5,3"
14,7,0,0,1,17,4,0,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
14,8,0,0,1,50,4,63,4,0,1,1,-1,4,4,0,2,"4,4"
14,9,0,0,1,51,4,59,4,0,1,1,-1,4,4,0,2,"4,4"
14,10,0,0,1,0,4,0,4,0,1,1,-1,7,7,1,5,"3,2,2,2,2,3"
14,11,0,0,1,60,4,59,4,0,1,1,-1,5,3,1,2,"3,5"
14,12,0,0,1,30,4,51,4,0,1,1,-1,5,3,1,2,"5,3"
15,1,0,0,0,51,3,40,5,0,1,1,-1,4,4,1,2,"4,4"
15,2,0,0,0,66,3,48,5,1,0,-1,1,4,4,0,2,"4,4"
15,3,0,0,0,60,5,59,3,0,1,1,-1,5,3,1,2,"3,5"
15,4,0,0,0,0,3,19,5,1,0,-1,1,7,7,0,5,"3,2,2,2,2,3"
15,5,0,0,0,10,3,0,5,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
15,6,0,0,0,25,5,0,3,0,1,1,-1,7,7,1,5,"3,2,2,2,2,3"
15,7,0,0,0,23,5,0,3,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
15,8,0,0,0,59,3,62,5,0,1,1,-1,3,5,1,2,"3,5"
15,9,0,0,0,51,3,39,5,1,0,-1,1,5,3,1,2,"5,3"
15,10,0,0,0,50,3,57,5,1,0,-1,1,4,4,1,2,"4,4"
15,11,0,0,0,52,5,29,3,1,0,-1,0,4,4,0,2,"4,4"
15,12,0,0,0,31,3,59,5,0,1,1,-1,3,5,1,2,"5,3"
16,1,0,1,0,47,5,32,3,0,1,1,-1,5,3,1,2,"5,3"
16,2,0,1,0,60,5,43,3,1,0,-1,1,4,4,0,2,"4,4"
16,3,0,1,0,7,5,0,3,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
16,4,0,1,0,10,3,7,5,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
16,5,0,1,0,54,3,26,5,0,1,1,-1,4,4,0,2,"4,4"
16,6,0,1,0,53,5,38,3,0,1,1,-1,3,5,1,2,"5,3"
16,7,0,1,0,40,3,55,5,1,0,-1,1,4,4,1,2,"4,4"
16,8,0,1,0,0,3,0,5,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
16,9,0,1,0,21,5,0,3,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
16,10,0,1,0,46,3,32,5,1,0,-1,1,4,4,1,2,"4,4"
16,11,0,1,0,62,5,59,3,1,0,-1,1,3,5,1,2,"3,5"
16,12,0,1,0,59,3,60,5,0,1,1,-1,5,3,1,2,"3,5"
17,1,1,0,1,0,4,0,4,0,1,1,-1,7,7,1,5,"3,2,2,2,2,3"
17,2,1,0,1,0,4,0,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
17,3,1,0,1,12,4,18,4,0,1,1,-1,4,4,0,2,"4,4"
17,4,1,0,1,18,4,4,4,1,0,-1,1,3,5,1,2,"3,5"
17,5,1,0,1,0,4,0,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
17,6,1,0,1,18,4,23,4,0,1,1,-1,3,5,1,2,"5,3"
17,7,1,0,1,0,4,8,4,1,0,-1,1,4,4,1,2,"4,4"
17,8,1,0,1,0,4,0,4,0,1,1,-1,5,3,1,2,"3,5"
17,9,1,0,1,0,4,0,4,0,1,1,-1,4,4,1,2,"4,4"
17,10,1,0,1,0,4,0,4,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
17,11,1,0,1,26,4,0,4,1,0,-1,1,4,4,0,2,"4,4"
17,12,1,0,1,0,4,0,4,1,0,-1,1,5,3,1,2,"5,3"
18,1,0,0,1,41,4,62,4,1,0,-1,1,5,3,1,2,"5,3"
18,2,0,0,1,60,4,59,4,0,1,1,-1,5,3,1,2,"3,5"
18,3,0,0,1,50,4,47,4,0,1,1,-1,4,4,1,2,"4,4"
18,4,0,0,1,21,4,0,4,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
18,5,0,0,1,45,4,49,4,0,1,1,-1,3,5,1,2,"3,5"
18,6,0,0,1,15,4,12,4,1,0,-1,1,7,7,0,5,"3,2,2,2,2,3"
18,7,0,0,1,51,4,50,4,1,0,-1,1,4,4,1,2,"4,4"
18,8,0,0,1,62,4,61,4,0,1,1,-1,3,5,1,2,"5,3"
18,9,0,0,1,0,4,14,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
18,10,0,0,1,56,4,59,4,0,1,1,-1,4,4,0,2,"4,4"
18,11,0,0,1,59,4,52,4,1,0,-1,1,4,4,0,2,"4,4"
18,12,0,0,1,7,4,8,4,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
19,1,1,0,1,18,4,15,4,1,0,-1,1,5,3,1,2,"5,3"
19,2,1,0,1,12,4,0,4,0,1,1,-1,4,4,1,2,"4,4"
19,3,1,0,1,0,4,0,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
19,4,1,0,1,24,4,22,4,0,1,1,-1,3,5,1,2,"5,3"
19,5,1,0,1,0,4,6,4,1,0,-1,1,4,4,0,2,"4,4"
19,6,1,0,1,0,4,0,4,0,1,1,-1,7,7,1,5,"3,2,2,2,2,3"
19,7,1,0,1,0,4,0,4,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
19,8,1,0,1,0,4,0,4,1,0,-1,1,4,4,1,2,"4,4"
19,9,1,0,1,18,4,15,4,0,1,1,-1,5,3,1,2,"3,5"
19,10,1,0,1,26,4,0,4,1,0,-1,1,4,4,0,2,"4,4"
19,11,1,0,1,0,4,0,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
19,12,1,0,1,0,4,44,4,1,0,-1,1,3,5,1,2,"3,5"
20,1,1,0,1,0,4,0,4,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
20,2,1,0,1,0,4,0,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
20,3,1,0,1,22,4,0,4,1,0,-1,1,4,4,0,2,"4,4"
20,4,1,0,1,0,4,0,4,1,0,-1,1,4,4,1,2,"4,4"
20,5,1,0,1,0,4,0,4,1,0,-1,1,7,7,0,5,"3,2,2,2,2,3"
20,6,1,0,1,0,4,0,4,0,1,1,-1,3,5,1,2,"3,5"
20,7,1,0,1,0,4,26,4,0,1,1,-1,4,4,0,2,"4,4"
20,8,1,0,1,0,4,0,4,0,1,1,-1,7,7,1,5,"3,2,2,2,2,3"
20,9,1,0,1,19,4,2,4,0,1,1,-1,5,3,1,2,"3,5"
20,10,1,0,1,0,4,0,4,1,0,-1,1,4,4,1,2,"4,4"
20,11,1,0,1,6,4,0,4,1,0,-1,1,5,3,1,2,"5,3"
20,12,1,0,1,24,4,22,4,0,1,1,-1,3,5,1,2,"5,3"
21,1,0,0,1,50,4,49,4,0,1,1,-1,3,5,1,2,"3,5"
21,2,0,0,1,49,4,62,4,1,0,-1,1,5,3,1,2,"3,5"
21,3,0,0,1,7,4,15,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
21,4,0,0,1,0,4,0,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
21,5,0,0,1,55,4,43,4,0,1,1,-1,4,4,0,2,"4,4"
21,6,0,0,1,59,4,51,4,1,0,-1,1,4,4,0,2,"4,4"
21,7,0,0,1,25,4,7,4,0,1,1,-1,4,4,1,2,"4,4"
21,8,0,0,1,61,4,62,4,0,1,1,-1,3,5,1,2,"5,3"
21,9,0,0,1,54,4,49,4,0,1,1,-1,4,4,1,2,"4,4"
21,10,0,0,1,11,4,0,4,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
21,11,0,0,1,62,4,41,4,0,1,1,-1,5,3,1,2,"5,3"
21,12,0,0,1,8,4,25,4,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
22,1,0,0,0,36,3,4,5,0,1,0,-1,4,4,1,2,"4,4"
22,2,0,0,0,0,5,0,3,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
22,3,0,0,0,56,3,34,5,0,1,1,-1,5,3,1,2,"5,3"
22,4,0,0,0,11,5,0,3,0,1,1,-1,7,7,1,5,"3,2,2,2,2,3"
22,5,0,0,0,40,3,59,5,0,1,1,-1,5,3,1,2,"3,5"
22,6,0,0,0,41,5,30,3,0,1,1,-1,4,4,1,2,"4,4"
22,7,0,0,0,30,3,59,5,0,1,1,-1,4,4,0,2,"4,4"
22,8,0,0,0,64,5,59,3,0,1,1,-1,3,5,1,2,"5,3"
22,9,0,0,0,1,5,16,3,1,0,-1,1,7,7,0,5,"3,2,2,2,2,3"
22,10,0,0,0,38,5,54,3,1,0,-1,1,3,5,1,2,"3,5"
22,11,0,0,0,8,3,15,5,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
22,12,0,0,0,32,3,27,5,0,1,1,-1,4,4,0,2,"4,4"
23,1,0,1,0,29,3,50,5,0,1,0,-1,4,4,1,2,"4,4"
23,2,0,1,0,25,5,46,3,0,1,1,-1,4,4,0,2,"4,4"
23,3,0,1,0,0,5,3,3,0,1,0,-1,3,5,1,2,"3,5"
23,4,0,1,0,2,3,0,5,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
23,5,0,1,0,21,3,0,5,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
23,6,0,1,0,49,5,44,3,1,0,-1,1,5,3,1,2,"5,3"
23,7,0,1,0,44,5,30,3,1,0,-1,1,4,4,1,2,"4,4"
23,8,0,1,0,25,3,36,5,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
23,9,0,1,0,61,5,32,3,1,0,-1,1,4,4,0,2,"4,4"
23,10,0,1,0,55,5,45,3,0,1,1,-1,3,5,1,2,"5,3"
23,11,0,1,0,59,3,60,5,0,1,1,-1,5,3,1,2,"3,5"
23,12,0,1,0,2,3,1,5,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
24,1,1,0,0,0,3,0,5,0,1,1,-1,5,3,1,2,"3,5"
24,2,1,0,0,28,5,0,3,1,0,-1,1,4,4,0,2,"4,4"
24,3,1,0,0,0,3,0,5,0,1,1,-1,7,7,1,5,"3,2,2,2,2,3"
24,4,1,0,0,24,5,6,3,0,1,1,-1,3,5,1,2,"5,3"
24,5,1,0,0,0,5,0,3,0,1,1,-1,5,3,1,2,"5,3"
24,6,1,0,0,0,3,0,5,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
24,7,1,0,0,0,3,0,5,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
24,8,1,0,0,0,5,0,3,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
24,9,1,0,0,44,5,33,3,0,0,0,0,3,5,1,2,"3,5"
24,10,1,0,0,0,3,0,5,0,1,1,-1,4,4,1,2,"4,4"
24,11,1,0,0,0,5,0,3,1,0,-1,1,4,4,1,2,"4,4"
24,12,1,0,0,1,5,0,3,0,1,1,-1,4,4,0,2,"4,4"
25,1,0,1,0,41,5,30,3,0,1,1,-1,4,4,1,2,"4,4"
25,2,0,1,0,47,3,42,5,0,1,1,-1,4,4,1,2,"4,4"
25,3,0,1,0,12,3,6,5,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
25,4,0,1,0,52,5,29,3,1,0,-1,0,4,4,0,2,"4,4"
25,5,0,1,0,64,5,59,3,0,1,1,-1,3,5,1,2,"5,3"
25,6,0,1,0,0,3,5,5,1,0,-1,1,4,4,0,2,"4,4"
25,7,0,1,0,62,5,59,3,1,0,-1,1,3,5,1,2,"3,5"
25,8,0,1,0,2,5,23,3,1,0,-1,1,7,7,0,5,"3,2,2,2,2,3"
25,9,0,1,0,33,3,49,5,0,1,1,-1,5,3,1,2,"3,5"
25,10,0,1,0,0,5,15,3,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
25,11,0,1,0,47,5,34,3,0,1,1,-1,5,3,1,2,"5,3"
25,12,0,1,0,0,3,1,5,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
26,1,0,1,0,34,3,47,5,1,0,-1,1,5,3,1,2,"5,3"
26,2,0,1,0,68,3,62,5,0,1,0,-1,3,5,1,2,"5,3"
26,3,0,1,0,11,3,4,5,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
26,4,0,1,0,59,3,60,5,0,1,1,-1,5,3,1,2,"3,5"
26,5,0,1,0,41,5,30,3,0,1,1,-1,4,4,1,2,"4,4"
26,6,0,1,0,60,5,53,3,1,0,-1,1,4,4,0,2,"4,4"
26,7,0,1,0,38,3,49,5,1,0,-1,1,3,5,1,2,"3,5"
26,8,0,1,0,26,5,23,3,0,1,1,-1,4,4,1,2,"4,4"
26,9,0,1,0,46,5,47,3,0,1,1,-1,4,4,0,2,"4,4"
26,10,0,1,0,21,5,0,3,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
26,11,0,1,0,21,3,0,5,0,1,1,-1,7,7,1,5,"3,2,2,2,2,3"
26,12,0,1,0,0,5,12,3,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
27,1,0,1,0,23,5,0,3,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
27,2,0,1,0,54,5,26,3,0,1,1,-1,3,5,1,2,"3,5"
27,3,0,1,0,40,3,59,5,0,1,1,-1,5,3,1,2,"3,5"
27,4,0,1,0,29,3,0,5,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
27,5,0,1,0,40,5,61,3,1,0,-1,1,4,4,0,2,"4,4"
